individual_id,filename,captured_at,lat,lon,zone,image_url
WT-237,001003.jpg,2026-03-12 23:38:37,45.918664,135.865058,Olga Reserve,ml/datasets/processed/WT-237/001003.jpg
WT-237,001015.jpg,2026-03-17 19:19:49,46.289852,137.114834,Sikhote-Alin South,ml/datasets/processed/WT-237/001015.jpg
WT-237,001392.jpg,2026-03-22 16:11:12,45.048902,136.562556,Olga Reserve,ml/datasets/processed/WT-237/001392.jpg
WT-237,001400.jpg,2026-03-28 14:47:57,45.566956,136.256433,Sikhote-Alin Central,ml/datasets/processed/WT-237/001400.jpg
WT-237,001527.jpg,2026-04-01 03:10:24,44.842401,136.561198,Olga Reserve,ml/datasets/processed/WT-237/001527.jpg
WT-237,001535.jpg,2026-04-04 22:01:57,45.175239,137.309824,Sikhote-Alin North,ml/datasets/processed/WT-237/001535.jpg
WT-237,001781.jpg,2026-04-09 06:48:23,44.590924,136.603634,Olga Reserve,ml/datasets/processed/WT-237/001781.jpg
WT-237,001945.jpg,2026-04-13 10:09:22,45.029312,135.527021,Olga Reserve,ml/datasets/processed/WT-237/001945.jpg
WT-237,002211.jpg,2026-04-16 20:19:56,45.496076,136.56791,Sikhote-Alin South,ml/datasets/processed/WT-237/002211.jpg
WT-237,002265.jpg,2026-04-21 15:16:19,45.783815,135.755235,Sikhote-Alin Central,ml/datasets/processed/WT-237/002265.jpg
WT-237,002476.jpg,2026-04-26 06:48:48,45.094868,135.182433,Sikhote-Alin North,ml/datasets/processed/WT-237/002476.jpg
WT-237,002493.jpg,2026-04-29 13:42:33,44.816161,136.039054,Bikin Valley,ml/datasets/processed/WT-237/002493.jpg
WT-237,002749.jpg,2026-05-04 03:11:09,45.125165,136.795907,Sikhote-Alin South,ml/datasets/processed/WT-237/002749.jpg
WT-237,002963.jpg,2026-05-09 08:07:25,46.450748,135.326915,Sikhote-Alin South,ml/datasets/processed/WT-237/002963.jpg
WT-237,003058.jpg,2026-05-13 07:08:14,44.983476,135.306305,Bikin Valley,ml/datasets/processed/WT-237/003058.jpg
WT-237,003254.jpg,2026-05-17 13:19:40,44.995838,135.242029,Sikhote-Alin South,ml/datasets/processed/WT-237/003254.jpg
WT-237,003698.jpg,2026-05-23 03:52:41,45.336269,137.406715,Sikhote-Alin Central,ml/datasets/processed/WT-237/003698.jpg
WT-237,003741.jpg,2026-05-26 23:31:20,46.126956,137.334379,Sikhote-Alin South,ml/datasets/processed/WT-237/003741.jpg
WT-237,003761.jpg,2026-05-31 10:06:51,46.491939,136.167038,Sikhote-Alin South,ml/datasets/processed/WT-237/003761.jpg
WT-237,003965.jpg,2026-06-05 02:15:08,45.494741,135.225123,Bikin Valley,ml/datasets/processed/WT-237/003965.jpg
WT-237,004265.jpg,2026-06-07 13:23:45,44.930289,135.882238,Sikhote-Alin North,ml/datasets/processed/WT-237/004265.jpg
WT-237,004279.jpg,2026-06-11 18:50:09,45.062713,136.493797,Bikin Valley,ml/datasets/processed/WT-237/004279.jpg
WT-237,004290.jpg,2026-06-16 01:17:42,44.714994,135.334837,Sikhote-Alin South,ml/datasets/processed/WT-237/004290.jpg
WT-237,004322.jpg,2026-06-20 10:19:57,45.955016,136.909642,Sikhote-Alin South,ml/datasets/processed/WT-237/004322.jpg
WT-237,004777.jpg,2026-06-24 22:29:49,45.623634,135.906309,Sikhote-Alin South,ml/datasets/processed/WT-237/004777.jpg
WT-237,004787.jpg,2026-06-29 06:57:45,44.647063,136.260639,Olga Reserve,ml/datasets/processed/WT-237/004787.jpg
WT-237,004904.jpg,2026-07-03 04:31:31,45.860797,135.297028,Sikhote-Alin North,ml/datasets/processed/WT-237/004904.jpg
WT-237,004959.jpg,2026-07-09 13:05:14,45.287807,136.987243,Sikhote-Alin South,ml/datasets/processed/WT-237/004959.jpg
WT-237,004997.jpg,2026-07-13 05:02:41,44.788535,136.506157,Bikin Valley,ml/datasets/processed/WT-237/004997.jpg
WT-237,005005.jpg,2026-07-17 06:17:13,45.500156,135.113258,Sikhote-Alin Central,ml/datasets/processed/WT-237/005005.jpg
WT-249,000339.jpg,2026-01-26 19:42:35,46.286263,135.349452,Olga Reserve,ml/datasets/processed/WT-249/000339.jpg
WT-249,000623.jpg,2026-01-31 23:44:03,45.13706,135.982386,Olga Reserve,ml/datasets/processed/WT-249/000623.jpg
WT-249,000756.jpg,2026-02-06 03:57:54,45.172747,137.070723,Olga Reserve,ml/datasets/processed/WT-249/000756.jpg
WT-249,000774.jpg,2026-02-10 19:00:36,45.479693,136.407311,Bikin Valley,ml/datasets/processed/WT-249/000774.jpg
WT-249,000898.jpg,2026-02-16 06:39:21,45.847613,137.449745,Olga Reserve,ml/datasets/processed/WT-249/000898.jpg
WT-249,001079.jpg,2026-02-20 21:05:14,45.115356,137.246918,Sikhote-Alin North,ml/datasets/processed/WT-249/001079.jpg
WT-249,001224.jpg,2026-02-25 15:26:29,45.811182,137.430142,Olga Reserve,ml/datasets/processed/WT-249/001224.jpg
WT-249,001503.jpg,2026-03-02 13:04:23,45.655269,136.8035,Olga Reserve,ml/datasets/processed/WT-249/001503.jpg
WT-249,001618.jpg,2026-03-06 21:55:52,45.942366,136.936515,Bikin Valley,ml/datasets/processed/WT-249/001618.jpg
WT-249,001621.jpg,2026-03-12 05:37:15,44.795551,136.701817,Sikhote-Alin North,ml/datasets/processed/WT-249/001621.jpg
WT-249,002127.jpg,2026-03-16 11:22:43,44.881569,136.102596,Bikin Valley,ml/datasets/processed/WT-249/002127.jpg
WT-249,002243.jpg,2026-03-21 05:04:19,44.802863,136.726251,Bikin Valley,ml/datasets/processed/WT-249/002243.jpg
WT-249,002440.jpg,2026-03-25 11:09:11,45.443211,137.120942,Sikhote-Alin North,ml/datasets/processed/WT-249/002440.jpg
WT-249,002786.jpg,2026-03-30 16:04:10,45.91155,136.296708,Olga Reserve,ml/datasets/processed/WT-249/002786.jpg
WT-249,003158.jpg,2026-04-04 10:00:22,45.550954,135.784381,Sikhote-Alin Central,ml/datasets/processed/WT-249/003158.jpg
WT-249,003543.jpg,2026-04-10 13:14:16,45.419327,136.332818,Olga Reserve,ml/datasets/processed/WT-249/003543.jpg
WT-249,003767.jpg,2026-04-15 00:48:55,45.941849,136.608273,Sikhote-Alin South,ml/datasets/processed/WT-249/003767.jpg
WT-249,003868.jpg,2026-04-21 04:54:04,45.720153,135.48066,Sikhote-Alin Central,ml/datasets/processed/WT-249/003868.jpg
WT-249,003948.jpg,2026-04-26 07:31:04,46.382971,137.455651,Sikhote-Alin South,ml/datasets/processed/WT-249/003948.jpg
WT-249,004004.jpg,2026-05-02 02:36:39,45.909802,136.7256,Bikin Valley,ml/datasets/processed/WT-249/004004.jpg
WT-249,004076.jpg,2026-05-07 01:25:45,46.367401,136.988513,Sikhote-Alin South,ml/datasets/processed/WT-249/004076.jpg
WT-249,004091.jpg,2026-05-12 20:48:37,45.075579,136.433692,Olga Reserve,ml/datasets/processed/WT-249/004091.jpg
WT-249,004229.jpg,2026-05-16 15:45:42,46.136755,137.386522,Sikhote-Alin Central,ml/datasets/processed/WT-249/004229.jpg
WT-249,004244.jpg,2026-05-23 05:12:35,45.080905,135.719076,Sikhote-Alin North,ml/datasets/processed/WT-249/004244.jpg
WT-249,004511.jpg,2026-05-28 00:03:22,45.012888,136.197698,Sikhote-Alin Central,ml/datasets/processed/WT-249/004511.jpg
WT-249,004557.jpg,2026-06-02 20:10:00,46.155903,135.677832,Olga Reserve,ml/datasets/processed/WT-249/004557.jpg
WT-249,004591.jpg,2026-06-07 22:19:05,45.731354,136.467076,Sikhote-Alin Central,ml/datasets/processed/WT-249/004591.jpg
WT-249,004595.jpg,2026-06-12 18:53:11,44.601531,137.26296,Sikhote-Alin Central,ml/datasets/processed/WT-249/004595.jpg
WT-249,004611.jpg,2026-06-17 20:29:46,45.326603,136.793395,Sikhote-Alin North,ml/datasets/processed/WT-249/004611.jpg
WT-249,004619.jpg,2026-06-22 21:28:18,45.862384,135.343668,Olga Reserve,ml/datasets/processed/WT-249/004619.jpg
WT-249,004662.jpg,2026-06-28 12:24:30,45.805786,137.201619,Bikin Valley,ml/datasets/processed/WT-249/004662.jpg
WT-249,004752.jpg,2026-07-03 16:13:35,45.454897,135.49864,Sikhote-Alin South,ml/datasets/processed/WT-249/004752.jpg
WT-249,004778.jpg,2026-07-08 10:56:22,46.315874,135.223652,Olga Reserve,ml/datasets/processed/WT-249/004778.jpg
WT-249,004928.jpg,2026-07-14 13:56:52,44.96444,136.846716,Sikhote-Alin North,ml/datasets/processed/WT-249/004928.jpg
WT-249,005044.jpg,2026-07-20 04:02:25,46.26449,135.439472,Sikhote-Alin North,ml/datasets/processed/WT-249/005044.jpg
WT-249,005125.jpg,2026-07-25 03:48:58,46.494344,135.992486,Bikin Valley,ml/datasets/processed/WT-249/005125.jpg
WT-249,005130.jpg,2026-07-30 19:52:44,46.244581,135.723667,Sikhote-Alin North,ml/datasets/processed/WT-249/005130.jpg
WT-247,000405.jpg,2026-01-05 06:22:20,45.705566,137.321137,Sikhote-Alin South,ml/datasets/processed/WT-247/000405.jpg
WT-247,000525.jpg,2026-01-08 00:08:10,45.586601,136.234781,Sikhote-Alin Central,ml/datasets/processed/WT-247/000525.jpg
WT-247,000528.jpg,2026-01-13 06:06:06,46.202119,136.170052,Sikhote-Alin Central,ml/datasets/processed/WT-247/000528.jpg
WT-247,000582.jpg,2026-01-16 16:11:05,45.962238,136.620713,Sikhote-Alin Central,ml/datasets/processed/WT-247/000582.jpg
WT-247,000660.jpg,2026-01-19 06:47:32,44.528168,135.84278,Sikhote-Alin South,ml/datasets/processed/WT-247/000660.jpg
WT-247,001125.jpg,2026-01-21 09:41:33,44.85099,137.140366,Bikin Valley,ml/datasets/processed/WT-247/001125.jpg
WT-247,001421.jpg,2026-01-24 02:39:32,46.15398,136.288202,Sikhote-Alin North,ml/datasets/processed/WT-247/001421.jpg
WT-247,001563.jpg,2026-01-27 01:11:45,46.46337,136.193635,Sikhote-Alin Central,ml/datasets/processed/WT-247/001563.jpg
WT-247,001702.jpg,2026-01-30 10:13:52,44.51366,135.958936,Bikin Valley,ml/datasets/processed/WT-247/001702.jpg
WT-247,001767.jpg,2026-02-02 15:51:39,45.103892,136.807206,Sikhote-Alin North,ml/datasets/processed/WT-247/001767.jpg
WT-247,001948.jpg,2026-02-04 02:49:21,45.023106,135.89888,Sikhote-Alin Central,ml/datasets/processed/WT-247/001948.jpg
WT-247,001949.jpg,2026-02-07 15:15:42,45.113613,136.013542,Olga Reserve,ml/datasets/processed/WT-247/001949.jpg
WT-247,002072.jpg,2026-02-10 23:06:50,46.346212,137.219504,Sikhote-Alin South,ml/datasets/processed/WT-247/002072.jpg
WT-247,002324.jpg,2026-02-13 18:58:31,46.381271,135.91886,Sikhote-Alin Central,ml/datasets/processed/WT-247/002324.jpg
WT-247,002543.jpg,2026-02-16 01:18:57,44.938257,135.333922,Sikhote-Alin Central,ml/datasets/processed/WT-247/002543.jpg
WT-247,002636.jpg,2026-02-17 05:35:25,45.24725,136.754852,Bikin Valley,ml/datasets/processed/WT-247/002636.jpg
WT-247,002962.jpg,2026-02-21 00:17:46,46.014701,137.004987,Sikhote-Alin Central,ml/datasets/processed/WT-247/002962.jpg
WT-247,003177.jpg,2026-02-24 06:49:50,45.691629,136.968427,Olga Reserve,ml/datasets/processed/WT-247/003177.jpg
WT-247,003292.jpg,2026-02-26 10:10:25,45.393496,136.759415,Sikhote-Alin North,ml/datasets/processed/WT-247/003292.jpg
WT-247,003394.jpg,2026-03-01 21:55:57,46.157548,137.25722,Sikhote-Alin Central,ml/datasets/processed/WT-247/003394.jpg
WT-247,003466.jpg,2026-03-04 22:30:21,45.645403,135.374631,Sikhote-Alin South,ml/datasets/processed/WT-247/003466.jpg
WT-247,003527.jpg,2026-03-08 14:13:29,45.86059,136.792295,Bikin Valley,ml/datasets/processed/WT-247/003527.jpg
WT-247,003595.jpg,2026-03-11 04:29:57,44.681883,136.275938,Sikhote-Alin North,ml/datasets/processed/WT-247/003595.jpg
WT-247,003738.jpg,2026-03-13 13:50:30,45.413597,135.144342,Bikin Valley,ml/datasets/processed/WT-247/003738.jpg
WT-247,003883.jpg,2026-03-17 00:18:08,45.845535,135.770424,Sikhote-Alin North,ml/datasets/processed/WT-247/003883.jpg
WT-247,003960.jpg,2026-03-19 04:23:31,45.991609,136.445778,Sikhote-Alin North,ml/datasets/processed/WT-247/003960.jpg
WT-247,004023.jpg,2026-03-23 03:51:06,45.347395,136.750962,Olga Reserve,ml/datasets/processed/WT-247/004023.jpg
WT-247,004132.jpg,2026-03-27 23:42:17,44.638038,137.334439,Sikhote-Alin North,ml/datasets/processed/WT-247/004132.jpg
WT-247,004365.jpg,2026-03-31 02:54:08,45.074181,135.449953,Sikhote-Alin Central,ml/datasets/processed/WT-247/004365.jpg
WT-247,004485.jpg,2026-04-03 12:09:56,45.791762,136.050905,Bikin Valley,ml/datasets/processed/WT-247/004485.jpg
WT-247,004773.jpg,2026-04-04 18:31:55,45.397074,137.292788,Bikin Valley,ml/datasets/processed/WT-247/004773.jpg
WT-247,004851.jpg,2026-04-07 05:06:16,45.823585,136.348251,Sikhote-Alin South,ml/datasets/processed/WT-247/004851.jpg
WT-247,005155.jpg,2026-04-11 03:40:38,44.737266,137.482117,Bikin Valley,ml/datasets/processed/WT-247/005155.jpg
WT-172,000029.jpg,2026-02-06 19:49:23,46.012359,137.446227,Bikin Valley,ml/datasets/processed/WT-172/000029.jpg
WT-172,000154.jpg,2026-02-09 03:47:56,45.847,136.361113,Olga Reserve,ml/datasets/processed/WT-172/000154.jpg
WT-172,000281.jpg,2026-02-11 07:12:55,45.421251,135.387803,Sikhote-Alin Central,ml/datasets/processed/WT-172/000281.jpg
WT-172,000670.jpg,2026-02-14 03:47:19,46.374821,136.81256,Sikhote-Alin North,ml/datasets/processed/WT-172/000670.jpg
WT-172,000692.jpg,2026-02-17 16:11:37,45.729846,137.340595,Sikhote-Alin North,ml/datasets/processed/WT-172/000692.jpg
WT-172,001065.jpg,2026-02-20 09:22:54,44.981333,135.168227,Olga Reserve,ml/datasets/processed/WT-172/001065.jpg
WT-172,001653.jpg,2026-02-23 19:46:42,45.906573,135.121691,Sikhote-Alin North,ml/datasets/processed/WT-172/001653.jpg
WT-172,001696.jpg,2026-02-26 12:45:06,45.304531,135.585848,Sikhote-Alin Central,ml/datasets/processed/WT-172/001696.jpg
WT-172,001737.jpg,2026-03-01 01:46:40,44.780271,137.483709,Sikhote-Alin Central,ml/datasets/processed/WT-172/001737.jpg
WT-172,001916.jpg,2026-03-02 08:57:02,46.131573,136.828794,Sikhote-Alin South,ml/datasets/processed/WT-172/001916.jpg
WT-172,002432.jpg,2026-03-03 19:37:23,46.136765,135.59226,Sikhote-Alin Central,ml/datasets/processed/WT-172/002432.jpg
WT-172,002434.jpg,2026-03-05 18:19:26,46.471391,136.303128,Bikin Valley,ml/datasets/processed/WT-172/002434.jpg
WT-172,002473.jpg,2026-03-08 04:41:24,46.397041,137.199285,Sikhote-Alin Central,ml/datasets/processed/WT-172/002473.jpg
WT-172,002593.jpg,2026-03-10 22:34:35,45.751986,136.068001,Bikin Valley,ml/datasets/processed/WT-172/002593.jpg
WT-172,002596.jpg,2026-03-14 01:34:30,45.786632,135.952887,Olga Reserve,ml/datasets/processed/WT-172/002596.jpg
WT-172,002631.jpg,2026-03-16 18:16:57,45.137469,136.040812,Sikhote-Alin Central,ml/datasets/processed/WT-172/002631.jpg
WT-172,002654.jpg,2026-03-19 03:12:20,45.575857,135.60242,Sikhote-Alin Central,ml/datasets/processed/WT-172/002654.jpg
WT-172,003261.jpg,2026-03-22 01:37:07,45.101473,136.768942,Bikin Valley,ml/datasets/processed/WT-172/003261.jpg
WT-172,003444.jpg,2026-03-25 08:25:01,46.435572,136.393217,Sikhote-Alin Central,ml/datasets/processed/WT-172/003444.jpg
WT-172,003452.jpg,2026-03-27 09:37:03,45.276838,135.637489,Sikhote-Alin South,ml/datasets/processed/WT-172/003452.jpg
WT-172,003511.jpg,2026-03-28 22:53:39,46.194267,135.23116,Sikhote-Alin Central,ml/datasets/processed/WT-172/003511.jpg
WT-172,003776.jpg,2026-03-30 04:52:13,44.603073,135.94292,Olga Reserve,ml/datasets/processed/WT-172/003776.jpg
WT-172,003837.jpg,2026-03-31 13:49:29,44.876327,136.904241,Olga Reserve,ml/datasets/processed/WT-172/003837.jpg
WT-172,004001.jpg,2026-04-02 05:27:40,44.934033,135.522223,Sikhote-Alin South,ml/datasets/processed/WT-172/004001.jpg
WT-172,004420.jpg,2026-04-04 05:37:17,44.923616,135.475059,Sikhote-Alin North,ml/datasets/processed/WT-172/004420.jpg
WT-172,004493.jpg,2026-04-08 04:35:40,45.993758,136.885827,Sikhote-Alin Central,ml/datasets/processed/WT-172/004493.jpg
WT-172,004576.jpg,2026-04-10 08:02:24,45.293264,135.598327,Sikhote-Alin South,ml/datasets/processed/WT-172/004576.jpg
WT-172,005065.jpg,2026-04-11 19:34:26,46.051028,135.951654,Olga Reserve,ml/datasets/processed/WT-172/005065.jpg
WT-172,005071.jpg,2026-04-13 23:13:30,45.219289,137.20703,Bikin Valley,ml/datasets/processed/WT-172/005071.jpg
WT-172,005082.jpg,2026-04-15 23:50:47,44.697216,137.453296,Bikin Valley,ml/datasets/processed/WT-172/005082.jpg
WT-168,000111.jpg,2026-01-26 03:49:52,45.625049,135.553185,Sikhote-Alin Central,ml/datasets/processed/WT-168/000111.jpg
WT-168,000210.jpg,2026-02-01 08:12:51,44.53244,136.383279,Olga Reserve,ml/datasets/processed/WT-168/000210.jpg
WT-168,000370.jpg,2026-02-06 08:38:14,44.804823,135.824663,Bikin Valley,ml/datasets/processed/WT-168/000370.jpg
WT-168,000597.jpg,2026-02-11 16:04:49,45.639579,135.614325,Olga Reserve,ml/datasets/processed/WT-168/000597.jpg
WT-168,000677.jpg,2026-02-16 17:27:13,45.014654,137.05398,Bikin Valley,ml/datasets/processed/WT-168/000677.jpg
WT-168,001409.jpg,2026-02-21 12:08:57,45.421658,136.831931,Sikhote-Alin South,ml/datasets/processed/WT-168/001409.jpg
WT-168,001478.jpg,2026-02-27 16:57:10,45.476633,137.292248,Olga Reserve,ml/datasets/processed/WT-168/001478.jpg
WT-168,001544.jpg,2026-03-06 08:10:09,46.480647,137.393092,Olga Reserve,ml/datasets/processed/WT-168/001544.jpg
WT-168,001846.jpg,2026-03-13 07:44:56,46.390376,136.670539,Sikhote-Alin North,ml/datasets/processed/WT-168/001846.jpg
WT-168,001905.jpg,2026-03-19 06:23:15,45.324784,137.106362,Sikhote-Alin Central,ml/datasets/processed/WT-168/001905.jpg
WT-168,002025.jpg,2026-03-25 06:54:48,44.937439,136.140024,Sikhote-Alin North,ml/datasets/processed/WT-168/002025.jpg
WT-168,002156.jpg,2026-03-31 02:40:16,45.73567,136.666887,Olga Reserve,ml/datasets/processed/WT-168/002156.jpg
WT-168,002173.jpg,2026-04-06 15:29:15,44.531464,136.330531,Bikin Valley,ml/datasets/processed/WT-168/002173.jpg
WT-168,002563.jpg,2026-04-11 18:24:54,44.523702,136.323544,Sikhote-Alin South,ml/datasets/processed/WT-168/002563.jpg
WT-168,002570.jpg,2026-04-16 20:43:41,45.504432,136.744648,Bikin Valley,ml/datasets/processed/WT-168/002570.jpg
WT-168,002635.jpg,2026-04-22 09:25:44,46.112335,137.274433,Sikhote-Alin North,ml/datasets/processed/WT-168/002635.jpg
WT-168,002681.jpg,2026-04-28 19:01:49,44.981938,136.549452,Sikhote-Alin South,ml/datasets/processed/WT-168/002681.jpg
WT-168,002947.jpg,2026-05-04 00:43:11,46.130429,135.668312,Bikin Valley,ml/datasets/processed/WT-168/002947.jpg
WT-168,003001.jpg,2026-05-11 05:52:24,45.417995,135.60802,Sikhote-Alin Central,ml/datasets/processed/WT-168/003001.jpg
WT-168,003259.jpg,2026-05-17 17:53:56,45.099949,137.070155,Sikhote-Alin North,ml/datasets/processed/WT-168/003259.jpg
WT-168,003265.jpg,2026-05-22 14:47:31,46.019172,135.233751,Bikin Valley,ml/datasets/processed/WT-168/003265.jpg
WT-168,003384.jpg,2026-05-27 03:15:08,45.254339,136.190013,Sikhote-Alin North,ml/datasets/processed/WT-168/003384.jpg
WT-168,003596.jpg,2026-06-01 16:59:24,46.19066,136.612268,Sikhote-Alin South,ml/datasets/processed/WT-168/003596.jpg
WT-168,003708.jpg,2026-06-07 02:05:24,45.631713,137.144901,Sikhote-Alin North,ml/datasets/processed/WT-168/003708.jpg
WT-168,003971.jpg,2026-06-13 23:36:30,44.959533,137.253182,Olga Reserve,ml/datasets/processed/WT-168/003971.jpg
WT-168,004047.jpg,2026-06-18 16:15:03,45.451001,135.116405,Sikhote-Alin North,ml/datasets/processed/WT-168/004047.jpg
WT-168,004056.jpg,2026-06-24 02:34:10,45.586061,136.645273,Sikhote-Alin Central,ml/datasets/processed/WT-168/004056.jpg
WT-168,004742.jpg,2026-06-29 05:51:26,46.357533,135.786212,Sikhote-Alin Central,ml/datasets/processed/WT-168/004742.jpg
WT-261,000079.jpg,2026-02-10 03:13:51,46.35775,135.748192,Olga Reserve,ml/datasets/processed/WT-261/000079.jpg
WT-261,000206.jpg,2026-02-11 12:56:19,44.980944,137.086626,Bikin Valley,ml/datasets/processed/WT-261/000206.jpg
WT-261,000227.jpg,2026-02-13 17:30:29,45.267692,136.849363,Sikhote-Alin North,ml/datasets/processed/WT-261/000227.jpg
WT-261,000447.jpg,2026-02-15 12:33:40,45.501586,137.435808,Sikhote-Alin North,ml/datasets/processed/WT-261/000447.jpg
WT-261,000752.jpg,2026-02-18 12:23:09,44.652036,136.512922,Olga Reserve,ml/datasets/processed/WT-261/000752.jpg
WT-261,000832.jpg,2026-02-21 09:15:41,46.409717,135.991758,Sikhote-Alin South,ml/datasets/processed/WT-261/000832.jpg
WT-261,000970.jpg,2026-02-24 12:17:48,46.485172,136.226509,Sikhote-Alin South,ml/datasets/processed/WT-261/000970.jpg
WT-261,000981.jpg,2026-02-27 04:37:25,45.606075,135.938567,Sikhote-Alin Central,ml/datasets/processed/WT-261/000981.jpg
WT-261,001148.jpg,2026-03-01 07:54:23,44.671388,136.54654,Sikhote-Alin Central,ml/datasets/processed/WT-261/001148.jpg
WT-261,001290.jpg,2026-03-02 23:25:12,45.926217,135.205095,Sikhote-Alin Central,ml/datasets/processed/WT-261/001290.jpg
WT-261,001369.jpg,2026-03-04 15:49:32,44.808554,135.974055,Sikhote-Alin South,ml/datasets/processed/WT-261/001369.jpg
WT-261,001436.jpg,2026-03-08 01:47:54,44.713102,135.012988,Sikhote-Alin South,ml/datasets/processed/WT-261/001436.jpg
WT-261,001531.jpg,2026-03-09 12:53:58,44.704463,135.218243,Bikin Valley,ml/datasets/processed/WT-261/001531.jpg
WT-261,001548.jpg,2026-03-12 12:25:10,45.397687,136.38685,Bikin Valley,ml/datasets/processed/WT-261/001548.jpg
WT-261,001638.jpg,2026-03-15 08:03:42,45.60844,136.492311,Sikhote-Alin South,ml/datasets/processed/WT-261/001638.jpg
WT-261,002170.jpg,2026-03-18 02:18:15,46.227436,135.030852,Bikin Valley,ml/datasets/processed/WT-261/002170.jpg
WT-261,002262.jpg,2026-03-20 10:45:48,46.302272,137.263019,Sikhote-Alin Central,ml/datasets/processed/WT-261/002262.jpg
WT-261,002513.jpg,2026-03-23 05:11:10,45.643921,135.423957,Bikin Valley,ml/datasets/processed/WT-261/002513.jpg
WT-261,002579.jpg,2026-03-26 01:28:15,45.036814,135.364837,Sikhote-Alin Central,ml/datasets/processed/WT-261/002579.jpg
WT-261,002762.jpg,2026-03-29 02:56:43,45.369353,136.052756,Bikin Valley,ml/datasets/processed/WT-261/002762.jpg
WT-261,002848.jpg,2026-03-31 20:01:45,46.388445,136.802249,Bikin Valley,ml/datasets/processed/WT-261/002848.jpg
WT-261,003399.jpg,2026-04-02 18:18:07,45.687613,135.488871,Sikhote-Alin North,ml/datasets/processed/WT-261/003399.jpg
WT-261,003758.jpg,2026-04-05 09:26:05,45.291384,137.104033,Bikin Valley,ml/datasets/processed/WT-261/003758.jpg
WT-261,003857.jpg,2026-04-08 00:44:58,46.108153,135.823854,Sikhote-Alin South,ml/datasets/processed/WT-261/003857.jpg
WT-261,004526.jpg,2026-04-09 10:13:37,45.802074,136.485982,Sikhote-Alin South,ml/datasets/processed/WT-261/004526.jpg
WT-261,004564.jpg,2026-04-12 13:16:59,45.14133,137.368197,Sikhote-Alin Central,ml/datasets/processed/WT-261/004564.jpg
WT-261,004686.jpg,2026-04-14 16:42:35,45.296479,135.797844,Bikin Valley,ml/datasets/processed/WT-261/004686.jpg
WT-261,004825.jpg,2026-04-17 07:56:02,46.435526,136.954936,Sikhote-Alin South,ml/datasets/processed/WT-261/004825.jpg
WT-268,000033.jpg,2026-01-28 06:29:11,46.364134,135.4995,Olga Reserve,ml/datasets/processed/WT-268/000033.jpg
WT-268,000039.jpg,2026-01-30 17:47:20,44.859854,136.919045,Sikhote-Alin North,ml/datasets/processed/WT-268/000039.jpg
WT-268,000137.jpg,2026-02-03 14:35:03,45.916734,136.096137,Sikhote-Alin South,ml/datasets/processed/WT-268/000137.jpg
WT-268,000314.jpg,2026-02-06 12:03:08,46.162564,135.172897,Bikin Valley,ml/datasets/processed/WT-268/000314.jpg
WT-268,000409.jpg,2026-02-09 10:40:54,45.105665,135.631704,Sikhote-Alin Central,ml/datasets/processed/WT-268/000409.jpg
WT-268,001019.jpg,2026-02-12 05:26:56,45.930473,136.972692,Sikhote-Alin North,ml/datasets/processed/WT-268/001019.jpg
WT-268,001173.jpg,2026-02-14 10:49:50,45.664488,136.335919,Bikin Valley,ml/datasets/processed/WT-268/001173.jpg
WT-268,001452.jpg,2026-02-17 20:52:26,45.58729,136.976802,Sikhote-Alin South,ml/datasets/processed/WT-268/001452.jpg
WT-268,002180.jpg,2026-02-20 14:35:14,45.68764,137.286003,Sikhote-Alin North,ml/datasets/processed/WT-268/002180.jpg
WT-268,002831.jpg,2026-02-22 12:10:28,46.037908,136.644004,Sikhote-Alin South,ml/datasets/processed/WT-268/002831.jpg
WT-268,002937.jpg,2026-02-26 02:41:38,45.626441,136.612578,Bikin Valley,ml/datasets/processed/WT-268/002937.jpg
WT-268,002989.jpg,2026-03-02 01:37:04,46.433622,135.828992,Bikin Valley,ml/datasets/processed/WT-268/002989.jpg
WT-268,003273.jpg,2026-03-05 10:32:50,44.944002,136.867133,Olga Reserve,ml/datasets/processed/WT-268/003273.jpg
WT-268,003621.jpg,2026-03-08 18:11:02,45.661037,136.438088,Bikin Valley,ml/datasets/processed/WT-268/003621.jpg
WT-268,003752.jpg,2026-03-11 07:55:04,45.859111,136.726093,Sikhote-Alin Central,ml/datasets/processed/WT-268/003752.jpg
WT-268,003906.jpg,2026-03-15 00:08:53,45.189935,135.061407,Sikhote-Alin North,ml/datasets/processed/WT-268/003906.jpg
WT-268,004194.jpg,2026-03-17 16:24:35,44.67171,137.078294,Sikhote-Alin Central,ml/datasets/processed/WT-268/004194.jpg
WT-268,004369.jpg,2026-03-22 07:35:54,45.196657,135.857667,Sikhote-Alin Central,ml/datasets/processed/WT-268/004369.jpg
WT-268,004390.jpg,2026-03-24 19:05:50,44.695246,136.804985,Bikin Valley,ml/datasets/processed/WT-268/004390.jpg
WT-268,004775.jpg,2026-03-27 19:56:59,45.137819,135.75066,Sikhote-Alin North,ml/datasets/processed/WT-268/004775.jpg
WT-268,004785.jpg,2026-03-31 14:06:16,44.718725,137.000125,Sikhote-Alin Central,ml/datasets/processed/WT-268/004785.jpg
WT-268,004844.jpg,2026-04-03 19:11:30,45.531988,136.379776,Sikhote-Alin South,ml/datasets/processed/WT-268/004844.jpg
